Name;Platform;Genre;Global_Sales;User_Score;User_Count;Rating;;
Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou;DS;Role-Playing;0.03;;;;;
SD Gundam G Generation: Gather Beat 2;WS;Strategy;0.03;;;;;
Battle Engine Aquila;PS2;Shooter;0.03;9;5;T;;
Hello Kitty: Roller Rescue;PC;Action;0.03;;;;;
Special Forces: Nemesis Strike;XB;Shooter;0.03;6.5;4;M;;
Women's Volleyball Championship;PS2;Sports;0.03;4;4;E;;
Jikkyou Powerful Pro Yakyuu Wii Ketteiban;Wii;Sports;0.03;;;;;
Rakushou! Pachi-Slot Sengen 5: Rio Paradise;PS2;Misc;0.03;;;;;
Crimson Tears;PS2;Role-Playing;0.03;7.8;4;T;;
Battle Assault 3 featuring Gundam Seed;PS2;Action;0.03;8.7;7;T;;
WRC: FIA World Rally Championship;PSP;Racing;0.03;7.8;19;E;;
Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Oyashiki-Hen;DS;Simulation;0.03;;;;;
Batman Forever: The Arcade Game;PS;Action;0.03;;;;;
Romance of the Three Kingdoms (3DS);3DS;Strategy;0.03;;;;;
Living Legends: Frozen Beauty;PC;Action;0.03;tbd;;;;
Cabela's Outdoor Adventures;GC;Sports;0.03;8.8;9;T;;
Penguins of Madagascar;WiiU;Action;0.03;5.2;6;E;;
Rapala Tournament Fishing!;X360;Sports;0.03;8;6;E;;
Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita;PS3;Strategy;0.03;;;;;
Backyard NFL Football 2006;GBA;Sports;0.03;;;;;
Superstars V8 Racing;PS3;Racing;0.03;4.9;9;E;;
;GEN;;0.03;;;;;
Detective Conan: Phantom Rhapsody;3DS;Action;0.03;;;;;
Mashiro Iro Symphony: *mutsu-no-hana;PSP;Adventure;0.03;;;;;
Monster Guardians;GBA;Role-Playing;0.03;;;;;
Sunday vs Magazine Shuuketsu! Choujou Daikessen;PSP;Fighting;0.03;;;;;
An American Tail: Fievel's Gold Rush;GBA;Platform;0.03;;;;;
Magna Carta Portable;PSP;Role-Playing;0.03;;;;;
Diabolik Lovers: More Blood;PSP;Adventure;0.03;;;;;
Swords;Wii;Fighting;0.03;tbd;;T;;
The Italian Job;GC;Racing;0.03;tbd;;T;;
Super Dodgeball Brawlers (jp sales);DS;Sports;0.03;;;;;
Makai Senki Disgaea Portable: Tsuushin Taisen Hajime Mashita;PSP;Role-Playing;0.03;;;;;
Crazy Chicken: Star Karts;DS;Racing;0.03;tbd;;E;;
JoJo's Bizarre Adventure: Eyes of Heaven;PS4;Fighting;0.03;7.4;44;T;;
M&Ms Shell Shocked;PS;Action;0.03;;;;;
K-On! After School Live!! HD Ver.;PS3;Action;0.03;;;;;
Metal Gear Solid: The Essential Collection (JP sales);PS2;Adventure;0.03;;;;;
Ukiyo no Shishi;PS3;Action;0.03;;;;;
3D Baseball;PS;Sports;0.03;;;;;
Pachitte Chonmage Tatsujin 12: Pachinko Ultraman;PS2;Misc;0.03;;;;;
First Queen: Ornic Senki;SNES;Role-Playing;0.03;;;;;
Dream C Club Zero;X360;Simulation;0.03;;;;;
Shining Stars;DS;Action;0.03;;;;;
Medabots 9: Metabee / Rokusho;3DS;Role-Playing;0.03;;;;;
The Void;PC;Adventure;0.03;8.3;97;;;
Tail Concerto;PS;Adventure;0.03;;;;;
Supreme Ruler: Cold War;PC;Strategy;0.03;6.8;27;RP;;
Rise of Nations: Rise of Legends;PC;Strategy;0.03;8.5;108;T;;
The Sum of All Fears;GC;Shooter;0.03;3.4;5;T;;
James Pond: Codename Robocod;GBA;Platform;0.03;;;;;
Yumi's Odd Odyssey;3DS;Platform;0.03;7.7;23;E;;
Might & Magic X: Legacy;PC;Role-Playing;0.03;;;;;
Night Head: The Labyrinth;PS;Adventure;0.03;;;;;
Emma at the Farm;DS;Adventure;0.03;tbd;;E;;
Utawarerumono Portable;PSP;Role-Playing;0.03;;;;;
Gaia Saver Hero Saidai no Sakusen;SNES;Role-Playing;0.03;;;;;
EverBlue 2;PS2;Adventure;0.03;7.5;4;E;;
Kevin Van Dam: Big Bass Challenge;Wii;Sports;0.03;;;;;
Sacra Terra: Angelic Night;PC;Puzzle;0.03;tbd;;T;;
Higurashi no Naku Koro ni Kizuna: Dai-San-Kan - Rasen;DS;Adventure;0.03;;;;;
7 Wonders: Treasures of Seven;DS;Puzzle;0.03;;;;;
YoKai Watch Dance: Just Dance Special Version;WiiU;Misc;0.03;;;;;
Safari Adventures: Africa;Wii;Adventure;0.03;tbd;;E;;
Junior Island Adventure;DS;Puzzle;0.03;tbd;;E;;
Clever Kids: Pirates;DS;Misc;0.03;;;;;
Daito Giken Koushiki Pachi-Slot Simulator: Yoshimune Portable;PSP;Misc;0.03;;;;;
Yumeiro Patissiere: My Sweets Cooking;DS;Simulation;0.03;;;;;
Prey;PC;Shooter;0.03;;;;;
Clannad;PS3;Adventure;0.03;;;;;
Electroplankton;DS;Misc;0.03;7;37;E;;
Just Dance 2017;PS4;Misc;0.03;tbd;;E10+;;
PowerSlave;PS;Shooter;0.03;;;;;
SBK 2011: FIM Superbike World Championship;PC;Racing;0.03;;;;;
Championship Manager Season 01/02;PC;Sports;0.03;;;;;
Project Gotham Racing 2 (JP weekly sales);XB;Action;0.03;;;;;
Maximum Racing: Drag & Stock Racer;Wii;Racing;0.03;;;;;
CT Special Forces;GBA;Action;0.03;tbd;;T;;
Let's Sing 2016;PS4;Action;0.03;tbd;;T;;
Casino Chaos With Las Vegas Players Collection;PC;Misc;0.03;tbd;;T;;
Jewel Master: Cradle of Rome;Wii;Puzzle;0.03;tbd;;E;;
Dragon's Dogma Online;PS3;Role-Playing;0.03;;;;;
Nancy Drew: Alibi In Ashes;PC;Adventure;0.03;tbd;;E;;
FIFA World Cup: Germany 2006;GBA;Sports;0.03;6.9;7;E;;
Crash Time: Autobahn Pusuit;X360;Racing;0.03;;;;;
Earthworm Jim 2;GBA;Platform;0.03;5.7;6;E;;
Angler's Club: Ultimate Bass Fishing 3D;3DS;Sports;0.03;tbd;;E;;
Dungeon Maker: Hunting Ground;PSP;Role-Playing;0.03;6.4;8;E10+;;
Zoo Tycoon;PC;Strategy;0.03;;;;;
Super Hero Generation;PS3;Role-Playing;0.03;;;;;
Tamagotchi no Doki Doki Dream Omisecchi;3DS;Simulation;0.03;;;;;
MotoGP;PSP;Racing;0.03;7.1;7;E;;
Toushin Toshi;3DS;Role-Playing;0.03;;;;;
Trine 2;WiiU;Platform;0.03;;;;;
Suujin Taisen;DS;Strategy;0.03;;;;;
Street Supremacy;PSP;Racing;0.03;tbd;;E;;
Driv3r;GBA;Racing;0.03;5.4;5;M;;
Best Friends Tonight;DS;Misc;0.03;tbd;;E10+;;
Apache: Air Assault;PC;Simulation;0.03;7.5;18;T;;
Fritz Chess;PS3;Strategy;0.03;;;;;
River King: Mystic Valley (jp sales);DS;Sports;0.03;;;;;
Winning Post World;PS2;Sports;0.03;;;;;
Beyond the Labyrinth;3DS;Role-Playing;0.03;;;;;
Call of Juarez: Bound in Blood;PC;Shooter;0.03;8;282;M;;
Atelier Sophie: The Alchemist of the Mysterious Book;PS3;Role-Playing;0.03;;;;;
Red Faction: Guerrilla;PC;Shooter;0.03;7.5;308;M;;
.hack: Sekai no Mukou ni + Versus;PS3;Action;0.03;;;;;
Medarot 9: Kabuto Ver. / Kuwagata Ver.;3DS;Role-Playing;0.03;;;;;
Disney Sports Soccer;GC;Sports;0.03;tbd;;E;;
Clash of Elementalists;3DS;Action;0.03;;;;;
Rugby 15;PSV;Sports;0.03;tbd;;E;;
Cooking Mama 5: Bon Appetit!;3DS;Simulation;0.03;;;;;
Legend of the Dragon;PSP;Fighting;0.03;tbd;;T;;
Mame Goma: Honobo no Nikki;DS;Simulation;0.03;;;;;
F1 2016 (Codemasters);PC;Racing;0.03;;;;;
Disney's Hide & Sneak;GC;Action;0.03;;;;;
Deus Ex: Mankind Divided;PC;Role-Playing;0.03;6.1;684;M;;
Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice;PSV;Strategy;0.03;;;;;
Nobunaga no Yabou: Kakushin with Power-Up Kit;PS2;Strategy;0.03;;;;;
Astonishia Story;PSP;Role-Playing;0.03;4.9;18;E10+;;
Raw Danger!;PS2;Action;0.03;;;;;
Monster Rancher Hop-A-Bout;PS;Action;0.03;;;;;
3DS Classic Collection;3DS;Misc;0.03;;;;;
Prince of Persia: The Forgotten Sands;PC;Action;0.03;6.6;218;T;;
Custom Beat Battle: Draglade 2;DS;Fighting;0.03;;;;;
Gotouchi Kenkei DS;DS;Misc;0.03;;;;;
The Sims 2: Glamour Life Stuff;PC;Simulation;0.03;6.7;7;T;;
Bikkuriman Daijiten;DS;Misc;0.03;;;;;
Accel World: Ginyoku no Kakusei;PS3;Adventure;0.03;;;;;
Elf Bowling 1 & 2;GBA;Sports;0.03;;;;;
Turbo: Super Stunt Squad;DS;Sports;0.03;tbd;;E;;
Game of Thrones (Telltale);XOne;Adventure;0.03;;;;;
GunGriffon: Allied Strike;XB;Simulation;0.03;tbd;;T;;
Batman: A Telltale Game Series;X360;Adventure;0.03;;;;;
Mystery Case Files: Ravenhearst;PC;Puzzle;0.03;tbd;;E10+;;
Stacked with Daniel Negreanu;PSP;Misc;0.03;tbd;;T;;
Vitamin X Evolution;DS;Adventure;0.03;;;;;
Saru! Get You! SaruSaru Daisakusen;PSP;Platform;0.03;;;;;
Midnight Mysteries: The Edgar Allan Poe Conspiracy;PC;Adventure;0.03;tbd;;T;;
Barbie and Her Sisters Puppy Rescue;3DS;Action;0.03;tbd;;E;;
Arthur and the Invisibles;DS;Adventure;0.03;;;;;
The Flintstones: Big Trouble in Bedrock;GBA;Platform;0.03;;;;;
RACE On;PC;Racing;0.03;8.2;20;E;;
PopCap Arcade Vol 2;X360;Misc;0.03;tbd;;E10+;;
Sekai no Hate Made Itte Q! Chinjuu Hunter Mono no Daibouken;DS;Misc;0.03;;;;;
Summon Night 6: Lost Borders;PS4;Action;0.03;;;;;
Majesty 2: The Fantasy Kingdom Sim;X360;Simulation;0.03;;;;;
Silverlicious;DS;Action;0.03;tbd;;E;;
Smart Girl's Winter Wonderland;DS;Misc;0.03;tbd;;E;;
BeatMania IIDX 14 Gold;PS2;Simulation;0.03;;;;;
Big Ichigeki! Pachi-Slot Taikouryku Universal Museum;SAT;Misc;0.03;;;;;
Toriko: Ultimate Survival;3DS;Action;0.03;;;;;
Song of the Deep;PC;Action;0.03;6.3;15;E;;
Vegas Casino;DS;Misc;0.03;tbd;;T;;
The Binding of Isaac;PC;Action;0.03;8.3;1010;;;
Madou Monogatari;SAT;Role-Playing;0.03;;;;;
Maximum Racing: GP Classic Racing;Wii;Racing;0.03;tbd;;E;;
Togainu no Chi: True Blood;PS2;Adventure;0.03;;;;;
Castlevania: Lords of Shadow - Reverie;PS3;Action;0.03;;;;;
Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai;3DS;Adventure;0.03;;;;;
Tork: Prehistoric Punk;XB;Platform;0.03;6.2;6;E;;
Chicken Shoot 2;GBA;Adventure;0.03;tbd;;E10+;;
Tokyo Xanadu eX+;PS4;Role-Playing;0.03;;;;;
Airship Q;PSV;Platform;0.03;;;;;
A Good Librarian Like a Good Shepherd: Library Party;PSV;Action;0.03;;;;;
Overlord II;PC;Action;0.03;8.1;159;T;;
Flipper Critters;DS;Simulation;0.03;tbd;;E;;
River City Super Sports Challenge;DS;Sports;0.03;tbd;;T;;
Sea Park Tycoon;DS;Simulation;0.03;tbd;;E;;
Underground Pool;DS;Sports;0.03;tbd;;E;;
Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen;PS2;Misc;0.03;;;;;
Accel World: Ginyoku no Kakusei;PSP;Adventure;0.03;;;;;
Travel Coach: Europe 1;DS;Misc;0.03;;;;;
Jikandia: The Timeless Land;PSP;Role-Playing;0.03;7.2;5;T;;
Classic Dungeon: Fuyoku no Masoujin;PSP;Role-Playing;0.03;;;;;
Rampo;SAT;Adventure;0.03;;;;;
Toy Shop;DS;Simulation;0.03;5.4;11;E;;
DiRT Rally;PC;Racing;0.03;8.7;288;E;;
Trials Fusion;PC;Racing;0.03;6.8;97;E10+;;
SuperCar Challenge;PS3;Racing;0.03;7.8;11;;;
My Pet Shop (JP sales);DS;Simulation;0.03;;;;;
Prison Architect;PS4;Action;0.03;8;19;M;;
Hallowed Legends: Samhain;PC;Adventure;0.03;;;;;
Exstetra;PSV;Role-Playing;0.03;;;;;
Dodge Racing: Charger vs Challenger;DS;Racing;0.03;tbd;;E;;
Hakuoki Zuisouroku Omokage Hana;PSV;Action;0.03;;;;;
Beastly;Wii;Misc;0.03;tbd;;E10+;;
Gokujou!! Mecha Mote Iinchou: MM My Best Friend!;DS;Simulation;0.03;;;;;
Rome: Total War - Gold Edition;PC;Strategy;0.03;8.6;20;T;;
Breath of Fire III;PSP;Role-Playing;0.03;9.7;6;T;;
Biker Mice From Mars;DS;Racing;0.03;tbd;;E10+;;
Atelier Shallie Plus: Alchemists of the Dusk Sea;PSV;Role-Playing;0.03;;;T;;
Hiiro no Kakera 2: Hisui no Shizuku;PS2;Adventure;0.03;;;;;
Summer Athletics 2009;X360;Sports;0.03;;;;;
PriPara & Pretty Rhythm: PriPara de Tsukaeru Oshare Item 1450!;3DS;Action;0.03;;;;;
JoJo's Bizarre Adventure: Eyes of Heaven;PS3;Fighting;0.03;;;;;
Pro Yakyuu Spirits 5 Kanzenban;PS3;Sports;0.03;;;;;
Rugby World Cup 2015;X360;Sports;0.03;8;5;E;;
Sorcery Saga: The Curse of the Great Curry God;PSV;Role-Playing;0.03;7.3;44;T;;
Cabela's Big Game Hunter: Pro Hunts;PS3;Shooter;0.03;5.9;8;T;;
Hajime no Ippo: The Fighting! (2014);PS3;Sports;0.03;;;;;
Game of Thrones (Telltale);X360;Adventure;0.03;;;;;
Dance Factory;PS2;Action;0.03;5.8;8;E;;
Totally Spies!;GBA;Platform;0.03;;;;;
Jig-A-Pix: Wild World;DS;Puzzle;0.03;tbd;;E;;
DragonHeart: Fire & Steel;PS;Action;0.03;;;;;
Chaos;;;;;;;;
Nishijin Pachinko Monogatari 2;SNES;Misc;0.03;;;;;
The Walking Dead: Season One;PC;Adventure;0.03;;;;;
Hyperdimension Neptunia Re;;;;;;;;
RoadKill;GC;Action;0.03;tbd;;M;;
The Legend of Heroes III: Song of the Ocean;PSP;Role-Playing;0.03;6.1;7;E10+;;
Combat Mission: Shock Force;PC;Strategy;0.03;3.3;86;T;;
Top Gun: Hard Lock;PS3;Action;0.03;7.8;11;T;;
Alia's Carnival! Sacrament;PSV;Adventure;0.03;;;;;
F1 2002;GC;Racing;0.03;7.8;4;E;;
Mushihimesama Futari Ver 1.5;X360;Shooter;0.03;;;;;
Pocket Fighter;SAT;Fighting;0.03;;;;;
Toaru Majutsu no Kagaku no Ensemble;PSP;Adventure;0.03;;;;;
Ojyousama Express;SAT;Strategy;0.03;;;;;
Starsky & Hutch;GBA;Racing;0.03;;;;;
Sitting Ducks;GBA;Platform;0.03;tbd;;E;;
Brothers Conflict: Brilliant Blue;PSP;Adventure;0.03;;;;;
Garfield: A Tale of Two Kitties;DS;Platform;0.03;tbd;;E;;
Men of War;PC;Strategy;0.03;8.1;136;M;;
Eyeshield 21: Field Saikyou no Senshi Tachi;Wii;Role-Playing;0.03;;;;;
Fullmetal Alchemist: Brotherhood;PSP;Action;0.03;;;;;
Bad Apple Wars;PSV;Action;0.03;;;;;
To LoveRu Trouble: Waku Waku! Rinkangakkou-Hen;DS;Adventure;0.03;;;;;
House M.D.;DS;Adventure;0.03;;;T;;
thinkSMART FAMILY!;Wii;Misc;0.03;tbd;;E;;
Ultimate Block Party;PSP;Puzzle;0.03;tbd;;E;;
Last Escort: Club Katze;PSP;Adventure;0.03;;;;;
Renai Revenge;PSV;Adventure;0.03;;;;;
Stacked with Daniel Negreanu;XB;Misc;0.03;tbd;;T;;
Mahjong 300;DS;Puzzle;0.03;;;;;
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen;PSP;Adventure;0.03;;;;;
Konami Classics Series: Arcade Hits;DS;Misc;0.03;tbd;;E10+;;
WRC 5: FIA World Rally Championship;PSV;Sports;0.03;;;;;
Infinite Stratos 2: Ignition Hearts;PSV;Adventure;0.03;;;;;
Otometeki Koi Kakumei * Love Revo;PS2;Adventure;0.03;;;;;
Guitar Hero: World Tour;PC;Misc;0.03;7.8;9;T;;
Super Meat Boy: Ultra Edition!;PC;Platform;0.03;;;;;
Dr. Muto;GC;Platform;0.03;tbd;;T;;
Super Heroine Chronicle;PS3;Role-Playing;0.03;;;;;
Otomedius Gorgeous;X360;Shooter;0.03;;;;;
Egg Mania: Eggstreme Madness;PS2;Puzzle;0.03;tbd;;E;;
Alter Ego;PC;Simulation;0.03;5.8;19;T;;
Kiniro no Corda 3;PS2;Adventure;0.03;;;;;
Zero Escape: Virtue's Last Reward;3DS;Adventure;0.03;8.8;188;M;;
Darkstalkers Resurrection;PS3;Fighting;0.03;7.3;27;T;;
Transformers: Devastation;PC;Action;0.03;7.6;56;T;;
MotoGP 15;XOne;Racing;0.03;;;;;
Highschool Terra Story;SAT;Adventure;0.03;;;;;
Summer Athletics: The Ultimate Challenge;X360;Sports;0.03;tbd;;E;;
The Golf Club;XOne;Sports;0.03;5.4;59;E;;
Emergency! Disaster Rescue Squad;DS;Simulation;0.03;;;;;
Neverwinter Nights;PC;Role-Playing;0.03;8.2;490;T;;
Suggoi! Arcana Heart 2;PS2;Fighting;0.03;;;;;
Crazy Machines;DS;Puzzle;0.03;;;;;
Ebikore Photo Kano Kiss ;PSV;Action;0.03;;;;;
East India Company Collection;PC;Misc;0.03;tbd;;T;;
Mother Goose no Himitsu no Yakata;PSP;Adventure;0.03;;;;;
Fast & Furious: Showdown;X360;Action;0.03;;;;;
Winning Post 7 2009;PSP;Sports;0.03;;;;;
Puzzle & Action: Tant-R;GEN;Misc;0.03;;;;;
Code Lyoko: Quest for Infinity;PSP;Action;0.03;tbd;;E10+;;
The Voice;PS3;Action;0.03;tbd;;;;
Digimon World 4;XB;Role-Playing;0.03;8.8;4;E;;
Guilty Gear XX Accent Core Plus;Wii;Fighting;0.03;7.3;9;T;;
Kekkaishi: Kokubourou Shuurai;DS;Action;0.03;;;;;
Galleon: Islands of Mystery;XB;Action;0.03;7;10;T;;
Montessori Music;DS;Misc;0.03;tbd;;E;;
World Sports Competition;PS3;Sports;0.03;;;;;
Shugo Chara! Amunonijiro Chara Change;DS;Action;0.03;;;;;
Renai 0 Kilometer;PSP;Adventure;0.03;;;;;
Sunny Garcia Surfing;PS2;Sports;0.03;7.9;7;E;;
Far East of Eden Shinden;NG;Fighting;0.03;;;;;
Tantei Jinguuji Saburo DS: Kienai Kokoro;DS;Adventure;0.03;;;;;
Lock On: Modern Air Combat;PC;Simulation;0.03;7.5;549;E;;
MotorHead;PS;Racing;0.03;;;;;
Max & the Magic Marker;Wii;Platform;0.03;;;;;
Ao no Kanata no Four Rhythm;PSV;Adventure;0.03;;;;;
StormLover;PSP;Adventure;0.03;;;;;
Gloria Union;PSP;Role-Playing;0.03;;;;;
Gensou Suikoden I & II;PSP;Role-Playing;0.03;;;;;
Worms: WMD;PS4;Action;0.03;7.6;19;E10+;;
Shaun White Skateboarding;PC;Sports;0.03;7.3;6;T;;
Eyeshield 21: DevilBats DevilDays;GBA;Role-Playing;0.03;;;;;
Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi;WiiU;Misc;0.03;;;;;
Jyuzaengi: Engetsu Sangokuden;PSP;Action;0.03;;;;;
Ratatouille;PC;Action;0.03;7.9;9;E;;
Shin Sangoku Musou Online: Kamishou Ranbu;PS3;Action;0.03;;;;;
Rabbids Land;WiiU;Misc;0.03;5.2;29;E10+;;
Dancing Blade II: Tears of Eden;PS;Adventure;0.03;;;;;
Kokoro no Kokoron;DS;Misc;0.03;;;;;
Hiiro no Kakera 3: Aoikuro no Kusabi;PS2;Adventure;0.03;;;;;
BeatMania IIDX 13: DistorteD;PS2;Simulation;0.03;;;;;
Guild Wars;PC;Role-Playing;0.03;8.4;455;T;;
Go! Go! Hypergrind;GC;Sports;0.03;;;;;
Great Edo Blacksmith;PSV;Adventure;0.03;;;;;
Keshisasu-Kun: Battle Kas-tival;DS;Action;0.03;;;;;
Kaidan Restaurant: Zoku! Shin Menu 100-Sen;DS;Misc;0.03;;;;;
Peak Performance;PS;Racing;0.03;;;;;
Take On Helicopters;PC;Simulation;0.03;6.7;28;T;;
Young Justice: Legacy;3DS;Action;0.03;7.1;7;E10+;;
Kyokugen Dasshutsu ADV: Zennin Shiboudesu;3DS;Adventure;0.03;;;;;
DokiDoki Majo Shinpan! 2;DS;Adventure;0.03;;;;;
S.L.A.I.: Steel Lancer Arena International;PS2;Simulation;0.03;7.8;10;T;;
Freaky Flyers;XB;Racing;0.03;tbd;;T;;
Nacho Libre;DS;Action;0.03;5.8;6;E10+;;
Power Rangers Super Megaforce ;3DS;Action;0.03;tbd;;E10+;;
Homeworld 2;PC;Strategy;0.03;8.3;128;T;;
Zoboomafoo: Leapin' Lemurs!;PS;Action;0.03;;;;;
Rayman 3: Hoodlum Havoc;PC;Platform;0.03;8.3;70;E;;
Dennou Senki Virtual-On Force;X360;Fighting;0.03;;;;;
Rugby 15;X360;Sports;0.03;;;E;;
Nettou! Powerful Koushien;DS;Sports;0.03;;;;;
Graffiti Kingdom;PS2;Role-Playing;0.03;7.1;12;E;;
King Arthur II;PC;Strategy;0.03;;;;;
Armored Core SL: Silent Line Portable;PSP;Simulation;0.03;;;;;
Looney Tunes: Galactic Sports;PSV;Action;0.03;tbd;;;;
To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen;PSP;Adventure;0.03;;;;;
Combat Elite: WWII Paratroopers;XB;Shooter;0.03;tbd;;T;;
Lethal Enforcers I & II;PS;Shooter;0.03;;;;;
Bubble Bobble Evolution;PSP;Puzzle;0.03;tbd;;E;;
Klonoa 2: Dream Champ Tournament;GBA;Platform;0.03;9.3;6;E;;
Who Wants to be a Millionaire: 1st Edition;DS;Misc;0.03;;;;;
N+;PSP;Platform;0.03;7.8;18;E;;
Minna no Golf Jou Vol.1;PSP;Sports;0.03;;;;;
Ducati World Racing Challenge;PS;Racing;0.03;tbd;;E;;
Super Collapse! II;GBA;Puzzle;0.03;;;;;
Pop'n Music 14 Fever!;PS2;Misc;0.03;;;;;
Golden Nugget Casino / Texas Hold 'Em Double Pack;GBA;Misc;0.03;;;;;
Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito;PSP;Role-Playing;0.03;;;;;
Lux-Pain (JP sales);DS;Adventure;0.03;;;;;
Smashing Drive;GBA;Racing;0.03;tbd;;E;;
Away: Shuffle Dungeon;DS;Role-Playing;0.03;tbd;;E10+;;
Big Mountain 2000;N64;Sports;0.03;;;;;
Starshot: Space Circus Fever;N64;Platform;0.03;;;;;
Charlie Blasts Territory;N64;Action;0.03;;;;;
Senko no Ronde DUO;X360;Fighting;0.03;;;;;
Knights of Honor;PC;Strategy;0.03;9.1;89;E10+;;
CIMA: The Enemy;GBA;Role-Playing;0.03;tbd;;E;;
Tokimeki Memorial Girl's Side 1st Love Plus;DS;Adventure;0.03;;;;;
The Inner World;PC;Adventure;0.03;8.1;48;;;
Katekyoo Hitman Reborn! Kizuna no Tag Battle;PSP;Fighting;0.03;;;;;
Code Geass: Hangyaku no Lelouch;DS;Action;0.03;;;;;
Terraria;WiiU;Action;0.03;6.9;7;T;;
Hudson x GReeeeN Live!? DeeeeS!?;DS;Misc;0.03;;;;;
Daibakushou: Jinsei Gekijou;SNES;Misc;0.03;;;;;
Marble Madness / Klax;GBA;Puzzle;0.03;tbd;;E;;
Downstream Panic!;PSP;Action;0.03;;;;;
Suzumiya Haruhi no Chokuretsu;DS;Adventure;0.03;;;;;
DJ Max Portable 3;PSP;Misc;0.03;4.6;9;E10+;;
Boot Camp Academy;Wii;Action;0.03;tbd;;E10+;;
The Idolmaster: Gravure For You! Vol. 5;PS3;Misc;0.03;;;;;
S.Y.K Renshouden;PS2;Adventure;0.03;;;;;
Empire Earth II;PC;Strategy;0.03;7.1;89;T;;
Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future;PSP;Adventure;0.03;;;;;
Pet Alien: An Intergalactic Puzzlepalooza;DS;Action;0.03;tbd;;E;;
Nectaris: Military Madness;PS;Strategy;0.03;;;;;
Galaxy Angel II: Mugen Kairou no Kagi;PS2;Strategy;0.03;;;;;
D.C.I.F.: Da Capo Innocent Finale;PS2;Adventure;0.03;;;;;
Konpeki no Kantai;SNES;Strategy;0.03;;;;;
Who Wants to be a Millionaire: 1st Edition;Wii;Misc;0.03;;;;;
BRAHMA Force: The Assault on Beltlogger 9;PS;Shooter;0.03;;;;;
Tenka-bito;PS2;Strategy;0.03;;;;;
Hot Pixel;PSP;Puzzle;0.03;6.5;6;T;;
Doodle Hex;DS;Puzzle;0.03;;;;;
Hyperdimension Neptunia Vs. Sega Hard Girls: Yume no Gattai Special;PSV;Role-Playing;0.03;;;;;
Valentino Rossi: The Game;XOne;Racing;0.03;8.1;7;E;;
Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen;DS;Action;0.03;;;;;
Codename: Panzers Cold War;PC;Strategy;0.03;5.8;8;T;;
Samurai Spirits: Tenkaichi Kenkakuden;PS2;Fighting;0.03;;;;;
Robo Pit;PS;Fighting;0.03;;;;;
Story Hour: Adventures;Wii;Adventure;0.03;tbd;;E;;
Muv-Luv Alternative: Total Eclipse;PS3;Simulation;0.03;;;;;
R-Type III: The Third Lightning;GBA;Shooter;0.03;tbd;;E;;
Star Wars: The Force Unleashed II;PC;Action;0.03;5.8;162;T;;
Heathcliff! The Fast and the Furriest;Wii;Racing;0.03;tbd;;E;;
Darius Burst: Chronicle Saviours;PSV;Action;0.03;;;;;
Blokus Portable: Steambot Championship;PSP;Puzzle;0.03;tbd;;E;;
Medabots Girls Mission: Metabee Ver. / Rokusho Ver.;3DS;Role-Playing;0.03;;;;;
Hakuouki;PS2;Adventure;0.03;;;;;
Atomic Betty;GBA;Puzzle;0.03;7.5;6;E;;
Princess Natasha: Student; Secret Agent;DS;0;;;;;
Doom;PC;Shooter;0.03;8.2;1796;M;;
Robin Hood: Defender of the Crown;XB;Strategy;0.03;tbd;;T;;
Monster Hunter Frontier Online: Season 10;X360;Role-Playing;0.03;;;;;
Street Jam Basketball;GBA;Sports;0.03;8;7;E;;
Armored Core: Last Raven Portable;PSP;Simulation;0.03;tbd;;T;;
Master of Monsters: Disciples of Gaia;PS;Strategy;0.03;;;;;
SD Gundam: Gashapon Wars;Wii;Strategy;0.03;;;;;
Curious George;XB;Action;0.03;tbd;;E;;
Disney's Aladdin;GBA;Platform;0.03;tbd;;E;;
Virtual Pool: Tournament Edition;XB;Sports;0.03;tbd;;E;;
Phantasy Star Online 2: Episode 3 Deluxe Package;PSV;Action;0.03;;;;;
SimCity;PC;Simulation;0.03;2.2;4572;E10+;;
Nippon no Asoko de;PSP;Misc;0.03;;;;;
Harry Potter and the Half-Blood Prince;PC;Action;0.03;6.1;35;E10+;;
Higurashi no Naku Koro ni Iki;PSV;Action;0.03;;;;;
Harley-Davidson: Road Trip;Wii;Racing;0.03;tbd;;E;;
MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All;PSV;Role-Playing;0.03;;;;;
MapleStory DS;DS;Role-Playing;0.03;;;;;
Playmobil Top Agents;DS;Action;0.03;;;E10+;;
Doom 3 BFG Edition;PC;Shooter;0.03;5.3;210;M;;
Pimp My Ride: Street Racing;DS;Racing;0.03;tbd;;E;;
