id;review;type_review;language;score
Mistval;"This is the best single player game I've played since my Nintendo days, and I don't think I've ever felt so much for video game characters. The voice actors and writers did a terrific job, but what I think is even more impressive is the body language in the cutscenes. The artists did an unbelievably good job capturing all the nuances of human interaction.,,The gameplay itself always kept me on the edge of my seat, I always felt like I was in danger. Playing this game you quickly learn that something bad is always going to happen ""soon"", but you don't know what ""soon"" means. Some not-particularly scary places explode in your face while you're walking through, while sometimes dark buildings where you're sure a horde of zombies must be hiding, are actually empty. Caring about the characters amplifies this sense of danger. Even though dying has no major consequences, I still felt I desperately had to avoid it.,,To some extent, this is a stealth game. You will have a much easier time if you try to take out enemies quietly - or even sneak right past! For most part the stealth mechanics are pretty good. There was never a time when an enemy magically saw through a wall or something like that. On the other hand, the enemies can be amazingly oblivious to you sitting behind a crate with your head poking up above it. Or they will look right at you and shine a flashlight in your face, except you're like a hundred feet away and they can't see that far.,,Shooting mechanics are good and feel very realistic. Ammo is scarce so you find yourself taking careful aim and swearing when you miss.,,This game is very linear. Naughty Dogs is telling a story here, and it's NOT a story about the player, it's a story about Joel and Ellie. The two of them make monumental decisions with zero input from the player. You are guided by the environment from point A to point B along a pretty narrow path. It is common in such games that they are not very replayable. This is true here, too. While I did love playing through this game, I probably will not play the main story again, at least not for quite a while. The main story took me 12 hours to beat. After that you can try it on higher difficulties or look for collectible items and such if you're into that.,,Online multiplayer is actually pretty cool and I don't know of any other online games quite like it. It's pretty slow paced and tactical so you must be patient. There's a lot of hiding and creeping around and trying to get the angle on each other. Sadly, not that many people play it. The only gripe I have is that I wished they left out the ""listen"" ability that lets you see nearby, moving enemies through walls. It weakens the stealth aspect.,,They did an excellent job upgrading the graphics. I would not have guessed that it is a remastered PS3 game. It does seem like they missed a couple of spots, though. I remember being in a sewer and there were some chains attached to this grate so it could be lifted by pully. Except the chains weren't shaped like chains, they were clearly boxes with chain links painted on them.,,All in all if you don't have this game on your shelf, you're doing it wrong. Fix that!";normal;English;9
HenriquePlay;One of better games 4ever, i played the version for ps4, but i really liked ! The graphics are excellent!The story is so **** great! But don't have new changes for ps4;expanded;English;9
TheQuinnPlays41;Naughty Dog. You never disappoint me. This game is an instant classic and will definitely be remembered as one the best 3rd person experiences out there. Easily Game of the Year;expanded;English;10
J_Khan;One of my top 5 experiences with a game I've ever had. Get this game if you have not played it yet and are into story driven games. It has by far one of the best stories, by far some of the best voice acting, and by far some of the most tense moments I've ever played in a game.;expanded;English;10
dot_dot_space_;I had very high hopes for The Last of Us, given it was a Naughty Dig game. The game lived up to these hopes, thankfully. The story was amazing, the graphics surreal, and the acting (yes, acting, and more than just voice acting) astounding. It was a perfect game, a masterpiece in fact. It plays far better than any other game and is worth your time and money.;expanded;English;10
HonestAndrew12;before AND after the hype after the original ps3 version came out, i just knew i was gonna get sick of it...i did...i REALLY did. i heard of the ps4 port and decided to see what its all about..its boring. the fans killed it for me. if you keep hearing about this, don't buy it. save your money because with all the fan talk...you will find it boring like me;expanded;English;8
Markptzzz;"The best video game ever. ""What will you do, if you'll be the last of us?"" This quotes explain perfectly the core of the game. Does survive is more important than everything else? Play it, it doesn't meter what kind of game you like. This is like ""Dracula "", ""pride and prejudice"" something you must try If you really like this ""media"".";expanded;English;10
m3t4lm4n222;"I came from owning an Xbox original and Xbox 360 to owning a Playstation 4. This is the first Naughty Dog game I have ever legitimately played and I was BLOWN AWAY.The Last of Us (Remastered) is going right to the top of my ""Best games ever"" list.,,The game tells an absolutely amazing story and has fantastic characters that you become emotionally attached to. I felt like I was playing a television series, except there wasn't a single bad ""Episode."" The game does have zombies in it, however I would hardly call ""The Last of Us"" a ""Zombie Game"" because it has the perfect balance of zombie threats, human threats and storytelling.,,The only disappointing part of this game was the fact that it ended. If you own a PS3 or a PS4, I officially label this game as a MUST BUY.,,*Note that this review does not include my thoughts on the story based-DLC included with the game or the multiplayer. This review is solely for the base story, including Joel and Ellie.";normal;English;10
Jimys;Once again Naughty Dog make the job that now very well. In the whole game there is a chemistry between the environment and the two protagonists with an amazing changing of the storyline leading to a unique experience that only Naughty Dog can provide. No comment about graphics, sound and gameplay. The best game I ever played.;expanded;English;10
metalic-surface;One of my favourite games. Great story, awesome feelings, awesome design, vfx. True masterpiece.,,+ Awesome unique multiplayer,,I bought TLOU for PS3 and PS4;expanded;English;10
mikesurbroski89;One of the greatest games I've ever played. The gameplay provides an intensity that not many other games can compare to. The story is compelling and provides many people to replay the game over and over.;expanded;English;10
Nathanael;The best game I've ever played!Graphics, gameplay, story, characters, soundtrack...there is no room for improvement...................................;expanded;English;10
tadasbub;"Very good, but quickly gets old and boring.,There is a wonderful line connecting this game start to finish - an aging man years ago lost everything, including his teenage daughter who was killed, gets to relive fatherhood feelings while having to take care of and protect the girl he has to take across the country. The storyline if modified is probably worth a movie at some point down the road, but as far as gameplay it gets repetitive and old very fast - you run around, collect items, shoot and kill zombies, infected, military, etc.. while going from point A to point B in a predefined path. There is no open world concept really, it is almost like you are playing a on-rails-shooter with some degree of flexibility how to kill your enemies. It gets boring, the level of complexity in ""puzzle solving"" is sad, and is better left to 1st graders (Don't, because it is not a game for kids...), lack of different paths in gameplay, or decision-consequence in the game is an eye-sore. Some tasks could be time-limited, outcomes of your ""faith"" or difficulty of the path chosen may depend on which door you open, which path you  take around city/your surroundings, items found, information you collect could depend on ""friends"" (and there are not many...) you make, there is so much more that could have been done to make game interesting.,,It is visually beautiful, story is good, but that is where it ends. I am torn, to give it better or worse rating, because there are worse games that get better ratings, but to be fair, 6 is just about right given high expectations and hype that is created. I want to be surprised by the game in a positive way to give it a 9 or 10.,,Gameplay: 4/10,Visuals: 9/10,Story: 10/10,Quality: 9/10,Overall: 6/10,,I would rate Assassin's Creed, Uncharted, GTA ahead of The Last of Us, I do not want to be bored by the game, and if you are into a good story, well, I suggest you read a good book before you go to bed instead...";normal;English;6
motz355;There is no reason this game deserves lower than a 10! This is a fantastic game with a great story line. The graphics are amazing. If there was a real apocalypse of some sort this is what life would be like!;expanded;English;10
PaleDolphin;This is easily the #1 game I ever played. The Remastered version didn't add anything except for the new DLC and improved graphics, but even the original is so superb that you aren't missing a lot, by not playing the Remastered version. Though, if you own a PS4 and didn't play it on PS3, I strongly recommend you to purchase the game - it's definitely worth it.;expanded;English;10
inaciofortunato;The best game I've ever played. Story: 11/10 Characters: 10/10 Graphics: 10/10 Music/Sounds: 10/10 Gameplay: 10/10. Anything less than a perfect score would be ludicrous. The Last Of Us: Remastered revitalises the original game, allowing it to reach new heights of superiority;expanded;English;10
griffey546;"*READ THE REVIEW BEFORE YOU CRITICIZE IT*,,The game has been always said to be a masterpiece, and I truly never understood why.  When playing, i kept hoping for a game sort of like uncharted, as it was made by the same company, but all I got in my experience was sneaking around, picking up ladders, placing those ladders dow, and climbing up them.  The Last of Us felt more like a movie, you couldn't go more than 5-10 minutes before walking into a cutscene, and even between those cutscenes had no action, the only action going on took place in the cutscenes.  Getting into a cutscene was like rolling the dice, no action in the cutscene, no action in the game, action in the cutscene, well you've got a 50% chance of actually having a thrill in the game.  A little tip to those people who want this game, I'd recommend you just buy a movie instead, you save yourself the money.  You can even search up on places such as YouTube, ""The Last of Us Full Movie"", and that shows you everything that happens in the game, as they don't even need to try hard to even get rid of the gameplay, as there really is NO gameplay.";normal;English;5
Soulblighter;IMO the best PS3 game with upgraded resolution and frame rate. Great campaign and addicting multiplayer mode for those who like to use strategy and cooperate with teammates rather than run and gun.;expanded;English;10
CosmotheSloth;With all the hype surrounding this game, and the talk of a film being made, I was worried then when I finally got to play 'The Last Of Us' it would be another AAA flop. How wrong I was.,,The gameplay itself is a standard 3rd person shooter mechanic, however, in this game there is a large emphasis on stealth and, like a true survival horror style game should do, you feel the need (on many occasion) to avoid contact with the enemy to save your valuable supplies for another, possible harder, encounter. This level of tension and immersion is one that I have never truly experienced with any other game (possibly my attachment to my squad in the final mission of Mass Effect 2) and it's this that takes TLoU to another level of gaming.,,The script and voice acting is sublime which aids with the immersion even further. The atmosphere (music, sound effects, lighting, etc.) of this world created by Naughty Dog is set wonderfully and the gameplay is fluid, effective and exciting. The gameplay is one I would describe as easy to learn - hard to master, which is the kind of gameplay that is few and far between nowadays. The game overall, can be quite difficult, especially for someone of a short attention span who would rather run and gun, but if played correctly, is incredibly rewarding and intense.,,The characters are not only likable but lovable and really make you feel as if you're part of the game. There were parts of the game when I would be shouting at the TV for Ellie or Joel's sake.,,Although having a PS3 when TLoU was release originally, I decided to wait for the game to be rereleased on PS4. Whilst this was probably a good choice with regards to the visuals, I noticed a few glitches that I assumed wouldn't have been present in the original version such as enemies running in circles, falling through the map, and dying instantly when getting stuck on a ledge. However, none of these ruined my experience of the game.,,In addition, DLC and multiplayer actually add to the game for once. The multiplayer is good fun and well built and balanced which is something I wasn't expecting. The DLC builds up the back story and fills in the gaps as brilliantly as the game told the original story.,,All-in-all, TLoU is an experience. An experience that you should not deprive yourself of having. I gave this game a 10/10, not because the game is flawless, but because I haven't enjoyed a game this much for a very long time (and I don't see me doing so for a long time in the future), and in an industry that is awash with repetitive, recycled, bland AAA titles, The Last of Us is a nice reminder that games have the potential to be as brilliant as any other art form.;normal;English;10
Jayrox0101;A game, that in 10 years time that will still be seen as one of the greatest accomplishments ever. As good as storytelling gets. Just a phenomenal job from Naughty Dog.;expanded;English;10
ArshiaGamer;naughy dog build awesome game. words cant explain this,its perfect to play The last of us in 1080p and 60 fps,very great story with Ellie and Joel,i am a micro fan but i bought ps4 for The last of us;expanded;English;10
dangerfar;"Though it seems fairly inconsequential to offer up another option about a game which has had so much written about it in the last year, my perspective is perhaps a bit different than the status quo and thus will offer it. Many reviewers have called this game a masterpiece, of which the 'remastering' simply further elevates its masterpieceness.,,There are 2 areas which I agree The Last of Us is truly extraordinary: characterization and graphical flexibility. Note I didn't say story and graphics, because these paint a large swath over many attributes in which The Last of Us is merely good or perhaps even average.,,There may never have been characters like Joel and Ellie in a video game. If there have been I don't believe I've played it. The facial expressions, motivations, voice acting, and dialogue between them is that of a good movie or TV show. Not a great movie or TV show, but a good one, and that is enough to set it in a league of its own in the video game realm. They are the anchors of the game and without them this game is lost. Everything is built upon their relationship to each other and to the world, and it is executed beautifully.,,Perhaps you were wondering about that second extraordinary characteristic, ""graphical flexibility"" (I'll admit I perhaps just made that up). What I mean by that are moments of truly great presentation that by all accounts would have appeared to be a pre-rendered scene if it weren't for the fact that you just caused it to happen. For instance, say you're in the midst of a zombie horde and out of bullets and decide it's time to give them a good thrashing with your trusty baseball bat. You start to hit them and the camera reacts and Joel's movements look so natural it truly does look right out of a movie. Or if a ""clicker"" gets the better of you and bears into your neck another cut-scene arises that purely originated from your actions. I marveled at these over and over at these thinking something would be messed up, something would be out of place or someone's motions would appear out of place. That never happened. Every time it felt completely real. They've tapped something here that if it could be expanded upon and continued will add a tremendous amount to absorption in a game.,,Now for the rest of it. Well the rest of it is good, if not forgettable. The graphics are solid for sure, good lighting and textures, nothing that hasn't been done before but certainly they are pretty. The story aside from the characters isn't terribly original. There's some interesting twists, but overall there's not much here to separate from the other thousand zombie stories floating around. The gameplay is a bit dull. If you've played any of the Uncharted series you'll likely know their shooting mechanics aren't exactly top shelf, and the solitary puzzle element of finding a ladder or something to jump on isn't terribly riveting. The best moments of combat come from when you run out of bullets and are down on your luck, and have to sneak white knuckled around tons of people who want to kill you.,,Speaking of that, I'll go off on a bit of a tangent and say I'm disappointed (and truthfully not for the first time) that a game that really tries to be realistic and suck you in has tons of people just walking around doing nothing but apparently looking for you without any good reason. The zombies make sense I guess, I wouldn't think they would have daily objectives, but truth be told most of your enemies in this game are comprised of humans who just patrol around dumbly with apparently no purpose in life but to kill people who happen to wander around them. They might as well be zombies themselves. I would have loved to catch some people actually doing something, some tense interactions where you had a bit of a stand off or something. Or at least give me a better reason for them wanting to kill me with such zealotry.,,Anyway, the gameplay isn't very exciting. In fact, I found it so dull I simply stopped playing the game for a long period of time. Eventually I came back and was drawn in enough to finish it, but it sure wasn't the thrill of the hunt. It was Joel and Ellie. They're the heart of the game, and they're a glorious heart indeed. Them with what appeared to me to be a technical breakthrough with aspects of graphics was enough to keep me going. But it did feel tedious at times, and truthfully just wasn't much fun.";normal;English;7
andrewscool101;This is the best game on the PS4 at the moment.,The story is amazing, you can get attached to the characters and there's so much to explore. This was the first game I ever played when I couldn't wait to continue the game to find out what happened next. This runs at 1080p 60fps so it's gorgeous!,If you've got a PS4, you need this game!;expanded;English;10
Catch-20-2;A superb game on the next-gen even though it was made at the end of the last-gen.,No further comment on the Story because of how human this game makes the player feels. It almost makes you wonder what it would be like if you were in Joel's shoes.,,Multiplayer - Since the patch and update they made for the Multiplayer Faction, things have been going more smoothly, however there will be times when things don work. Like being stuck in the black loading screen. Or when you and your friends would not be on the same team even though you were on the same party. But once you are passed with the negativity which likely wont happen as often anymore. This is where Last of Us truly shine. With the emphasis on team work, playing smart and together with the crafting mechanics it has made this game truly one of a kind online multi-player experience.,,Would recommend this game to anyone that has never played it on the PS3 and as for PS4 owners, you might to get it if you are really into the Online Faction mode since the crowd is still going strong.;normal;English;10
Ecto1;When the game came out on PS3, I didn't think much of it. Sure it was NaughtyDog, but zombie survival games just are not my type of game. But after my brother bought it on his PS4 and let me give it a play, I must say that I'm stupidly surprised at what The Last of Us actually is. Its the story of two characters slowly growing together in a world that's been torn apart.,,I wont say anything else about the games story as I don't want to spoil it in any way. but other than that, the graphics are not the best on PS4, but its clean, sharp, runs beautifully and still retains NaughtyDogs sense art.,,The perfect remastering of a game that I would not have thought about playing for any other reason than it being from NaughtyDog has found its way into my PS4 library as a near perfect game.;normal;English;10
TheDarkByte;This is one of the best games that has come to PlayStation. I honestly wasn't a fun of the remastered version because I had the PlayStation 3 version and is was amazing. I honestly love the game, its story line, and the online play is the best of its kind. I would like to warn those that begin playing online that it is extremely addicted.;expanded;English;10
Medallish;Ok let's get the obvious out of the way, the game is great, the DLC is great, and this remastered version has all that plus better details and higher framerates, yay.,That being said, if you don't want to buy a PS4, but happen to have a PS3 lying around, there's no sin in playing this game at 720p 30 fps, unlike what some reviewers/commentators seem to always go on about *cough* Totalbisquit *cough* The story or even gameplay doesn't suffer, although this game is mainly a game I'd recommend for the story, gameplay is competent but nothing special, thankfully the story does more than make up for that.;normal;English;9
Arcendus;"As expected, this game is fantastic, however the graphical improvements (aside from 60fps), and I've personally noticed FAR more bugs with this version than on PS3. Enemies who get stuck, enemies who repeat dialogue constantly (""What the-"" ""Holy **** ""What the-"" *Mumble* ""What the-"" ""Holy **** etc.";expanded;English;8
warriorofligh;The Last of Us Remastered is the first game I owned on my PS4.,,First off the story is amazing! The characters are well made and grab your attention to make you part of the game. The characters do a good job of making you hate or loving them based upon their actions.I found out that Troy Baker who is the current Joker is Joel in this game! On the downside I thought the death of the main antagonist was kind of weak. 9.5/10,,Second, the attack/hide game play was pretty fun. The amount of ammo and weapons you use the finish the chapter won't be there next time, so use your ammo wisely. You must use stealth to alter the overwhelming odds against you, but the actual AI in the game were kind of stupid. If you turn on your flash light on zombies won't notice you, which doesn't make any sense. While in stealth mode your support runs out in front of the enemy to hide without being seen. 5/10;normal;English;8
sacredbear;The Last of Us' well written script masks its very tedious and repetitive gameplay.  The game works like this:  you kill zombies, you kill people.  Rinse, repeat.  Would not mind seeing this released as a movie, but as a game, it needed some kind of variation to keep my interest.;expanded;English;5
R1ck8r00ke;Perfect game with amazing atmosphere, fantastic gameplay, sublime graphics and beautiful soundtrack. Has without a doubt the best script and acting I have ever seen in a computer game, and the emotional story is a wonder to behold. Will capture your imagination from the very start, and what a start this game has...the best opening to any game ever. Grips you by the guts and doesn't let go - be warned this game is for adults with very disturbing and mature content. Joel and Ellie I'll never forget your journey, easily two of the best game characters ever created and I hold a hope that we may see TLOU 2 in the future...;normal;English;10
itsMinwoo;The Last of Us on PS3 was best game of the last generation. With Remastered they made vest game of the last generation even better. How can you complain that it's only a visual update? That's exactly what it is, you should have known before you purchase the game. I knew it was only a visual update and I still bought it again. no regret, it wasn't a totally different experience but I enjoyed it much as I played year ago. If anything, you should rate this game higher than PS3 version, it's improved version of original game. How can you rate this game so low?;normal;English;10
SimonBelmont;This game easily makes into my top-10 favorite games of all time.  I was a little concerned about the zombie theme because it's such a cliche genre, but I really enjoyed how the game approaches it in a mature and believable nature.  The voice acting is incredible.  I'm not just talking about cutscenes, but the way characters interact with each other in game. The game was linear, but I didn't mind.  That's not what makes or breaks a good game.  Great story, graphics, characters and acting...awesome game!!;normal;English;9
BoxOCereal;If You Love Good Horror, Action, Stealth Games, You Have To Check This **** Out, Great Mechanics, Beautiful Graphics, A Super Good Story, And Possibly The Most Fun Multiplayer That Contains Strategy, Accuracy. A Instant 9/10.;expanded;English;9
Andye82;I don't think that the graphics are THAT much better than on ps3 and sometimes they even look more artificial now with some fancy hair flowing technology. Single player is excellent story wise and the music just gives me the chills. However as it's not so long time since I completed the game on ps3 I am a bit bored to play it again. Especially since now it's easy to notice how stupid the enemies are.,However I the real gem here is the factions multiplayer. I never played it on ps3 but now I am hooked. It is clever and it's very strategic game. Never before has team play been so crucial. Go solo and you die,  simple as that. If your team plays as a team you have a good chance of winning. If your team runs around you will be slaughtered. Really underrated multiplayer, it's better than destiny or bf4.;normal;English;9
Callmebobby;It really bothers me that people are giving this a 0. It really just goes to show what kind of wannabe critics there are out there. Do not listen to these people, they're idiots with a warped view. This is a great game and very well put together. The story, the acting, the gameplay, all top notch. Yes it's linear, so if that's not your thing, fine. But to say it's a terrible game is just plain ignorance and those reviews should not be taken seriously. It is an excellent game, one of the best of this generation and greatly remastered on PS4. I'm on my 4th play though it and still not bored yet.,,To all the wannabe critics on here who think this game is worth a zero, there is a reason you're job isn't to be a critic. Because you're blind and ignorant with a close minded opinion that shouldn't be taken seriously.;normal;English;10
CamLuke;With a game like The Last Of Us it is extremely hard to sum up in a short review.  One word that can describe it would be Masterful.  Its game play engine being similar to that of Uncharted and Tomb Raider you can tell that this game is an instant win.  The story delivers to you one that goes in depth like The Walking Dead: Season One but is action packed instead of a point and click.  You get a feeling as if the characters are living people and you feel emotion for them. When I completed the game I felt as if i were saying goodbye to two best friends.  Ellie and Joel.  If there is any game worth a score of 10/10 its this one.;normal;English;10
destinybot;"fantastic game but story and game play does die off quite a bit towards the end. Left feeling a bit ""was that it"" but up until the last chapter it was one of the best games I have played.";expanded;English;9
drysprocket;The praise you hear really is deserved. Never have I played such an amazing game. Story, is the forgotten thing in games these days, and TLoU brings me back to the time when story walked you through incredible gameplay- and both were needed equally.,,The only thing that takes away from this being a perfect 10 masterpiece, is the bugs that I encounter. They were rare, but it seemed odd given the PS4 version should have them ironed out by now. A small gripe considering that none took me out of the game completely.,,If you're like me, and don't easily give into hype, try to make an exception with TLoU on PS4- I never played it on PS3, but it truly is one of the few games that lives up to the buzz.;normal;English;9
Zorba1970;Quite simply the best game I have ever played or you will ever play. The story telling is superb. The action is superb. You really get to care about the characters. The DLC also really adds to the value. Buy it now.;expanded;English;10
fabiolfpinto;Better graphics, smoother gameplay and a perfect game even better, I wrote my review a year ago to the PS3 version. The game of a generation, a masterpiece.;expanded;English;10
Dayidayl224;Would have gave a ten, as the game is the **** but the multiplayer basically requires one to have 4 friends online communicating or get demolished by those group of 4 level 50's who have been playing since the ps3. It's quite frankly, not fun. Though as mentioned, this game still is the **** because of the single player, and those rare instances where you do have 4 friends online at the same time.;expanded;English;9
ps4misery;Well. This game is all about awesomeness, perfectness and other best *nesses. Why? Just because the storyline, graphics (thanks ps4) and other stuff in this game are perfectly done by NaughtyGods.10/10 and fore sure the best action game of past years.;expanded;English;10
Wanderlei;This is the cancer killing gaming. Grim dark inter-active movie for edgy children who think it is masterpiece but it is actually on the level of saturday morning cartoon in terms of depth. The gameplay which is what games are meant to be about is shallow, vapid and boring. Its basically Uncharted reskinned from this incredibly over rated developer.;expanded;English;0
IAMGEOFFREY;This game has everything going for it... Story, Characters you name it, it's mastered it! The Story makes you feel the relationships between the characters, when someone dies it hits you right in the feels (And it hurts!) the game is a true horror experience you can be in a room and hear an infected in the next room... Boom your heart goes crazy with fright! Or mine did. And that's just the story, The multi-player is also great! Instead of you fighting infected its 4v4 complete stealth teamwork action against the enemy faction weather its fireflies or hunters! you decide.;normal;English;10
Mgsfreek97;It is still the same amazing game as before, and the graphical improvements don't alter the experience in any way (unless you really care about the frame-rate). Either way, this is a must play for all PS3/PS4 owners!;expanded;English;9
Deusex;Finally got the chance to play this game. And it is what of thought it be. Is it a bad game? No. But is it great? Not close. It's a good game that's for sure.,Pros:,Atmosphere- it feels all too real. The survival feeling is true. Scavenging ammo during shoot outs whilst taking cover is intense.,Side characters- The situation is tense, you don't know who to trust, or what exactly they might do. But some.. Are just flat out insane.,Ellie- she's a great character, certainly better then Joel. You can relate to her, and always hope the best for her.,,Cons:,Joel- he's a boring character, never had a connection with him, although usually his arsenal is better then Ellie's .,Story- is too far predictable, me and my cousin laughed at times, because we knew what was going to happen. And the ending is sequel heavy. Not satisfying.,Enemies- some will magically see you or notice you even if you were in cover or moving quietly. Some wear helmets, many times I clearly shot the face, and the helmet just falls off. And there is far too many QTE, which makes it a button mashing fest.,Too linear- not enough room to scavenge or plan, it makes the game far too hard. Okay I understand Ellie can't swim, and this adds puzzles for Joel to help Ellie across the water. But why is the a 'convenient' plank for Ellie to step on, every where? It gets old really fast. And the DLC pack that comes with it, makes Ellie do certain actions for no apparent reason. Only to raise more controversy on the game.,,Special mention- this game was fun, but has bad pacing, and a list of other problems from keeping it great for me, but you do get your money's worth, for the length of about 20hrs doing everything. I don't exactly recommend this game, it isn't something special. And on the PS4 the graphics aren't as good as Infamous, it's still PS3 ish. Although this is the most mature Zombie game on the market.;normal;English;6
heathplusg;This game is a masterpiece, it has a very powerful storyline that shows an incredible bond between two characters, you will actually care for these two characters a lot compared to many other games where the main characters are easily forgettable. The gameplay is so intense it's a nail-biter the whole way through without ever feeling dull or boring. With this amazing storyline this game is easily a 9/10 but what truly makes a 10/10 is the short but sweet left behind dlc and the addictive factions multiplayer which will make you play the game an extra 50+ hours.;normal;English;10
DaniVR99;The Last of Us is simply a perfectly crafted masterpiece. 1080p and 60FPS make the game look and play even better. Great value with the Left Behind and multiplayer DLC. Must own, no excuse;expanded;English;10
DameLCFC;I can write nothing positive about this game that has not been said already so just wanted to add my score on this one.,Great game, one of those games that you go and buy a console for just to play it - epic.;expanded;English;9
Misfits95;This game came off as pretty average to me. People may have certain taste when it comes to what they love of this particular art form. Gameplay for me is crucial to what makes a video game. It's the foundation for many and it's what we would define a video game.,,The Last Of Us excels greatly in its presentation. Graphically it's the best of the best and second to none on console. I actually felt that what I saw in the game was actual real such as the buildings, infected, and people. The environments swell to the brim with technical and graphical brilliance. The characters come off as very interesting with Joel beaten by his 20 year experience in the new world order or his partner, Tess, hopelessly clinging to a hope that is far beyond her reach.,,The plot though unoriginal is performed very well by the games many interesting characters and has the highest of presentation value. The main issue I encountered while playing is that over the course of the main plot the protagonist comes across an epiphany. This is why the game is set in this period because it's the most important part of the protagonist life in this set time period. However, it fell flat when Joel doesn't come across any realization at all and stays the same as he was at the start of the game. Now some would say that Joel realized love, but that's only part of his character. Selfishness is the primary trait that governed Joel from the start of the game to its very end and it was very unsatisfying.,,The gameplay in this game could best be described as repetitive and bare bones. The games constant use of sneak through this environment and kill the same enemies over and over got very boring and it's mechanic of placing boards across gaps was rather laughable. The crafting system is very limiting of what you can make and felt like more of a minor mechanic rather than an essential part of the game. This game also suffers from replayability issues as it's story is rather limiting in interesting and original gameplay. I felt that I was watching a movie rather than playing an interactive piece of media most of the time.,,The multiplayer is this game's saving grace when it comes to gamplay offering very interesting modes that could carry the game on for several years.;normal;English;6
sardonia;40 year old gamer here. The Last of Us - Remastered for the PS4 is a technical marvel. Absolutely stunning graphics and gameplay. This is THE best game I have ever played. I grew up with the Atari 2600, played Centipede and Xevious in the arcades. Yeah, I go way back. From level design, fun combat, immense detail, this game is a combination of Fallout 3, Bioshock, and Deus Ex.;expanded;English;10
flax0174;As many of you know this a naught dog production, the same developers which produced the stellar uncharted series. It is set in a future post-apolyptic desolate setting of america and is based round a few key and vital characters. The story is about survival and gathering resources for your character to use in crafting aid items, weapon upgrades etc. The game is linear in nature however not that it detracts from its special cinematic sequences or it's beautiful yet eerie setting, plus there is subtle player choice to be had in naughty dog's latest outing say upgrading your weapons, crafting molotovs and first aid items like in rage the video game, very similar. The main aspects of the last of us is its realistic and wonderful graphics, stellar voice acting/animation and the feeling that grips you tight of how close you get to the two main characters in the game. There is certainly a emotional link to them throughout your adventure, and in time it will only grow. the combat system in the game is for the most part very smooth and fluid-like, you can sprint, jog, vault, take cover, sneak etc which all helps to take out your enemies in a stealthy manner or in a brutal, satisfying way. The game does from a story point of view pulls you right in and doesn't let go. It is a mix of survival horror/action adventure with both elements ever so subtle and seamless in their exchange. The aiming in the game is quite bothersome and has a lot of natural sway on the reticle, which can be reduced slightly by finding supplements and herbs to upgrade it with. The level design in the game is top notch, It is very diverse and with that allows you utter freedom to play the game how you want. The story line is very simple but expertly well done. And the ending in my opinion is truly satisfying and well scripted. The attention to detail with the graphics is outstanding, everything is so ironically full of life and colour, the water effects excel with everything i have ever seen. I do however have some minor gripes, but due to being so minor that they do not affect my final score, but there are infrequent graphical bugs, with items disappearing and entire parts of the game as well, but there are seldom seen and only last barely a second. And you can only alter the sensitivity of both analog sticks rather than individually change them. Also the cover mechanic is automated and sometimes you simply cannot stick to a certain wall and on occasion has given my position away. And i do also wish the survival skill system was more abundant in which you had more choice on given gameplay aspects like vaulting and running speed, melee moves, etc. The enemies are fantastic within the game and choose random paths, are quite perceptive and just generally fun to take out. The game has a multiplayer mode which has several modes and about 11 maps, the survival skills, crafting system, weapons, and gameplay mechanics are borrowed from the campaign, which is a good thing. It always for a slow paced and tense experience, certain mechanics are tweaked to allow for a more smoother and balanced play. And is generally a lot of fun, and the one of few multiplayers in which i have enjoyed and dedicated a lot of my time to. But with all the praise, the main reason i love this game is the colourful cast of characters and the emotionally driven storyline. Its a pure gem of a game and one that ill be playing for some years, a masterpiece.;normal;English;10
XposETiM3;Great game,great story,great multiplayer to extend the game to hes most,just dont get a 10 because of new xbox comers that think they r playing halo and ruin the multiplayer big time.;expanded;English;9
tmantell;The BEST game i have ever played. Did not play it on the PS3, so was very pleased with the port to the PS4. If you have not dug into this title yet, run and get a copy and enjoy!;expanded;English;10
DirtyBird13;Naughty Dog puts a lot of time in their games and LOU is a perfect example. It is a great blend of horror, action, and great story telling. If that wasn't enough, it also comes with a competitive multiplayer. It is a great buy for new comers and veterans. Easily in my top 5 of best  video games.;expanded;English;10
Arthainius;My initial reaction was wow ok this game is a 10 .... then I played the multiplayer. I don't care if you don't think this is a multiplayer game.... mutliplayer was included as part of the game so you cant blindfold yourself to the fact that the game isn't perfect and that's what a 10 is. Its the same argument as Gta5.... Story mode is a 9.5 but multiplayer is a 6 compared to the other new console games.;normal;English;8
